movie	amctv	director																	
913	1	Francis Ford Coppola																	
914	1	George Cukor																	
915	1	John Ford																	
916	1	Victor Heerman																	
917	1	Frederic Mitterrand																	
918	1	Jim McBride																	
919	1	Martin Scorsese																	
920	1	Fritz Lang																	
921	1	Harry Hurwitz																	
922	1	Jan Egleson																	
923	1	Robert O'Neil																	
924	1	Alain Resnais																	
925	1	Walter Hill																	
926	1	Vincente Minnelli																	
927	1	Pedro Almodóvar																	
928	1	Krzysztof Kieslowski																	
929	1	Arthur Pitt																	
930	1	Allan Dwan																	
931	1	Rob Zombie																	
932	1	Frank Zagarino																	
933	1	James Mangold																	
934	1	Alexander Payne																	
935	1	Wes Craven																	
936	1	John Moore																	
937	1	Neil Jordan																	
938	1	Anthony Mann																	
939	1	Maurice Pialat																	
940	1	Stuart Gordon																	
941	1	Stephen Gyllenhaal																	
942	1	Oliver Stone																	
943	1	Nicholas Meyer																	
944	1	Sergio Leone																	
945	2	Victoria Mudd	Maria Florio																
946	1	John Eyres																	
947	1	Peter Berg																	
948	1	Terry George																	
949	1	Peter Antonijevic																	
950	1	Sergei Bodrov																	
951	1	Michael Winterbottom																	
952	3	David O. Russell	Tricia Regan	Juan Carlos															
953	1	Cy Raker Endfield																	
954	1	Roger Donaldson																	
955	1	Krzysztof Zanussi																	
956	1	John Huston																	
957	1	Alfonso Cuarón																	
958	1	Peter Medak																	
959	1	Harold Becker																	
960	1	Steve Buscemi																	
961	1	Eric Rohmer																	
962	1	Eric Rohmer																	
963	1	Eric Rohmer																	
964	1	Denys Arcand																	
965	1	Ken Russell																	
966	1	Marco Bellocchio																	
967	1	Edward H. Griffith																	
968	1	Simon Wincer																	
969	1	Carroll Ballard																	
970	1	Gabriel Axel																	
971	1	Rob Minkoff																	
972	2	Andrew Solt	Malcolm Leo																
973	2	Pierre Adidge	Robert Abel																
974	1	Vincente Minnelli																	
975	1	Daniel Mann																	
976	1	H.C. Potter																	
977	1	Les Mayfield																	
978	1	Louis Malle																	
979	1	Michael McCullers																	
980	1	Nicholas Jasenovec																	
981	1	Jeffrey Blitz																	
982	1	Lasse Hallström																	
983	1	Dewey Nicks																	
984	1	Paul Thomas Anderson																	
985	1	Ken Hannam																	
986	1	Robert Butler																	
987	1	Richard Fleischer																	
988	2	George Miller	George Ogilvie																
989	1	Simon Wells																	
990	1	Michael Mazo																	
991	1	Corey Yuen																	
992	1	Roger Donaldson																	
993	1	Clint Eastwood																	
994	1	Costa-Gavras																	
995	1	Richard Thorpe																	
996	1	Franc Roddam																	
997	1	Jonathan Demme																	
998	1	Martin Ritt																	
999	1	Robert Clouse																	
1000	1	Waris Hussein																	
1001	1	Ronald Neame																	
1002	1	Hal Ashby																	
1003	1	Valentine Davies																	
1004	1	Howard Deutch																	
1005	1	Clint Eastwood																	
1006	1	James W. Horne																	
1007	1	Michael Ritchie																	
1008	1	François Truffaut																	
1009	1	Chang Tso-chi																	
1010	1	Michael Almereyda																	
1011	1	Clive Barker																	
1012	1	Paul Morrison																	
1013	1	Kevin Reynolds																	
1014	1	Wim Wenders																	
1015	1	Martha Coolidge																	
1016	1	François Truffaut																	
1017	1	Michael Hoffman																	
1018	1	Giuseppe Tornatore																	
1019	1	Adam Shankman																	
1020	1	Shane Carruth																	
1021	1	Jim McCullough Sr.																	
1022	1	Terence H. Winkless																	
1023	1	Philip Kaufman																	
1024	1	Shohei Imamura																	
1025	2	Gary Goldman	Don Bluth																
1026	1	Chatrichalerm Yukol																	
1027	1	Michael O. Sajbel																	
1028	1	Yuen Woo Ping																	
1029	1	Raoul Walsh																	
1030	1	Stanley Kramer																	
1031	1	William A. Fraker																	
1032	1	Sam O'Steen																	
1033	1	Clint Eastwood																	
1034	1	Lamont Johnson																	
1035	2	Michael Carreras	Seth Holt																
1036	1	Peter Newbrook																	
1037	2	Peter Sykes	John Kirsh																
1038	1	Robert Moore																	
1039	1	Avi Nesher																	
1040	1	Robert Wise																	
1041	1	Neil LaBute																	
1042	1	Luis Puenzo																	
1043	1	Morgan Dews																	
1044	1	Amy Berg																	
1045	1	Ralph Bakshi																	
1046	1	Jessica Sanders																	
1047	2	Rachel Grady	Heidi Ewing																
1048	1	Mark Rydell																	
1049	1	Charles Shyer																	
1050	1	Stephen Marshall																	
1051	1	Steve James																	
1052	1	Abbas Kiarostami																	
1053	1	David Hemmings																	
1054	1	Jud Taylor																	
1055	1	Ken Russell																	
1056	1	Richard Benner																	
1057	1	Bud Yorkin																	
1058	1	Shohei Imamura																	
1059	1	George Sidney																	
1060	1	Milos Forman																	
1061	1	Ken Annakin																	
1062	1	Mary Lambert																	
1063	1	Jeffrey Porter																	
1064	1	Don Roos																	
1065	2	Stanley Tucci	Campbell Scott																
1066	1	John Madden																	
1067	1	Mike Newell																	
1068	1	Harald Zwart																	
1069	1	Elio Petri																	
1070	1	Tim Burton																	
1071	1	Robert J. Emery																	
1072	1	Robert J. Emery																	
1073	1	Clint Eastwood																	
1074	0	<NULL>																	
1075	1	Lino Capolicchio																	
1076	1	Joe Roth																	
1077	1	John Erman																	
1078	1	Stijn Coninx																	
1079	3	Benoît Poelvoorde	André Bonzel	Remy Belvaux															
1080	1	John Carpenter																	
1081	1	Alan Rudolph																	
1082	1	Alan Rudolph																	
1083	1	John Huston																	
1084	1	Ron Shelton																	
1085	1	Roger Spottiswoode																	
1086	1	Mario Bava																	
1087	1	Bob Clark																	
1088	1	William Fruet																	
1089	1	Brian De Palma																	
1090	1	James Kelly																	
1091	1	Baz Luhrmann																	
1092	1	Herbert Ross																	
1093	1	Tim Burton																	
1094	1	Herbert Wise																	
1095	1	Richard Lester																	
1096	3	David Zucker	Jerry Zucker	Jim Abrahams															
1097	1	Jack N. Green																	
1098	1	Louis Leterrier																	
1099	1	Camilo Vila																	
1100	1	John McTiernan																	
1101	1	Stephen Hopkins																	
1102	1	Eliseo Subiela																	
1103	1	Joe Layton																	
1104	1	Bill Condon																	
1105	1	Milos Forman																	
1106	2	George Hickenlooper	Fax Bahr																
1107	1	Bertrand Tavernier																	
1108	1	Paul Schrader																	
1109	1	Renny Harlin																	
1110	1	Damon Vignale																	
1111	1	Stuart Gillard																	
1112	1	Howard Zieff																	
1113	1	Peter Medak																	
1114	1	Melvin Van Peebles																	
1115	1	Manuel Gutiérrez Aragón																	
1116	2	Robert Wise	Gunther Von Fritsch																
1117	2	Vittorio Taviani	Paolo Taviani																
1118	1	Nanni Moretti																	
1119	1	Mark L. Lester																	
1120	1	Darren Stein																	
1121	1	Sharon Ferranti																	
1122	1	Jeremy Haft																	
1123	1	Robert Wise																	
1124	1	Wes Craven																	
1125	1	Lucky McKee																	
1126	1	Roberta Findlay																	
1127	1	Larry Cohen																	
1128	1	Stuart Gordon																	
1129	1	Bill Duke																	
1130	1	John Irvin																	
1131	1	Arthur Hiller																	
1132	1	Stephen Herek																	
1133	1	Daniel Bourla																	
1134	2	James McCalmont	Brian Thomas Jones																
1135	1	Jim Henson																	
1136	2	Iwao Takamoto	Charles A. Nichols																
1137	1	Peter Hyams																	
1138	1	Mathieu Kassovitz																	
1139	1	Barbet Schroeder																	
1140	2	Nicholas Meyer	Jim McBride																
1141	1	Alejandro Amenábar																	
1142	1	William Bindley																	
1143	1	Peter Segal																	
1144	1	Barry Skolnick																	
1145	1	Bob Gosse																	
1146	1	Joe Nussbaum																	
1147	1	T. Sean Shannon																	
1148	1	Robert Enrico																	
1149	1	Roger Scholes																	
1150	1	Mike Nichols																	
1151	1	Louis Malle																	
1152	1	Edgar Wright																	
1153	1	Neil Marshall																	
1154	1	Rob Reiner																	
1155	1	Ernest R. Dickerson																	
1156	1	Frank Coraci																	
1157	1	John Landis																	
1158	1	Gary Sherman																	
1159	1	Alan Parker																	
1160	1	Norman Jewison																	
1161	1	Robert Guédiguian																	
1162	1	H. Gordon Boos																	
1163	1	Ang Lee																	
1164	1	Kenny Ortega																	
1165	1	Tom Mankiewicz																	
1166	1	Bill Fishman																	
1167	1	Tibor Takacs																	
1168	1	Gordon Parks																	
1169	1	Krishna Shah																	
1170	1	Shimako Sato																	
1171	1	Claude Sautet																	
1172	1	Nick Cassavetes																	
1173	1	Beth Schacter																	
1174	0	<NULL>																	
1175	1	Dean Parisot																	
1176	1	Cédric Kahn																	
1177	1	Erik Skjoldbjærg																	
1178	1	Joe Dante																	
1179	1	J.S. Cardone																	
1180	1	Alan Birkinshaw																	
1181	1	Frank D. Gilroy																	
1182	1	Jackie Chan																	
1183	1	Roger Donaldson																	
1184	1	Marco Ferreri																	
1185	1	Andy Sidaris																	
1186	1	Joe Dante																	
1187	1	Serif Goren																	
1188	1	Ken Russell																	
1189	1	Rob Marshall																	
1190	1	Frank Pierson																	
1191	1	Paul Schrader																	
1192	1	Michael Roemer																	
1193	1	George McCowan																	
1194	1	Michael Apted																	
1195	1	Marc Levin																	
1196	1	Joseph Manduke																	
1197	2	Joseph R. Garrity	J.S. Cardone																
1198	1	Joel Silberg																	
1199	1	Kenneth A. Carlson																	
1200	1	Thomas Carter																	
1201	1	Perry Henzell																	
1202	1	Antwan Smith																	
1203	1	Darnell Martin																	
1204	1	Nicholas Hytner																	
1205	1	James B. Harris																	
1206	1	Paul Wendkos																	
1207	1	Henry Hathaway																	
1208	1	Geoff Murphy																	
1209	1	Pen Densham																	
1210	1	Frank Borzage																	
1211	1	John Cromwell																	
1212	1	Lina Wertmüller																	
1213	1	Tom DiCillo																	
1214	1	Herbert Ross																	
1215	1	Carlo Gustaff																	
1216	1	Todd Field																	
1217	1	Michael Caton-Jones																	
1218	1	Robert Alan Aurthur																	
1219	1	Freddie Francis																	
1220	1	Jane Wagner																	
1221	1	Alan Rudolph																	
1222	1	Mark Rydell																	
1223	1	Danny Bilson																	
1224	1	Ivan Passer																	
1225	2	Ken Wheat	Jim Wheat																
1226	1	Tian Zhuangzhuang																	
1227	1	Nathan Juran																	
1228	1	George McCowan																	
1229	1	Steven Trenbirth																	
1230	1	Eric Brevig																	
1231	1	Rudolph Maté																	
1232	1	Philip Kaufman																	
1233	1	Arthur Lubin																	
1234	4	Alan Lipscott	Phil Patton	Bob Fisher	Lev Atamanov														
1235	1	Ang Lee																	
1236	1	Mark Herman																	
1237	1	Alexander Hall																	
1238	1	Hy Averback																	
1239	1	Bill Forsyth																	
1240	1	Nelly Kaplan																	
1241	2	Warren Beatty	Buck Henry																
1242	2	Paul Weitz	Chris Weitz																
1243	1	Frank Capra																	
1244	1	Pat O'Connor																	
1245	1	M. Night Shyamalan																	
1246	1	Ray Davies																	
1247	1	Robert Cary																	
1248	1	Peyton Reed																	
1249	1	Patricia Cardoso																	
1250	1	Bill Forsyth																	
1251	1	Ken Shapiro																	
1252	1	Mike Nichols																	
1253	1	Rod Daniel																	
1254	1	Sophie Barthes																	
1255	1	Arthur Marks																	
1256	1	François Truffaut																	
1257	1	Steve Earnhart																	
1258	1	Eric Rohmer																	
1259	3	Julian Schlossberg	Anthony Potenza	Daniel Goldberg															
1260	1	Charles Shyer																	
1261	1	Marcus Raboy																	
1262	1	Ice Cube																	
1263	1	Barry Sonnenfeld																	
1264	1	Larry Cohen																	
1265	1	Jonathan Lynn																	
1266	1	Keenen Ivory Wayans																	
1267	2	Martin Walters	George Gallo																
1268	1	Neil Jordan																	
1269	1	Lucía Puenzo																	
1270	1	Craig Gillespie																	
1271	1	Charles Kanganis																	
1272	1	Jane Campion																	
1273	1	Joseph Sargent																	
1274	1	Robert Stevenson																	
1275	1	Jack Cardiff																	
1276	1	Isaac Artenstein																	
1277	1	Ken Hughes																	
1278	1	Roger Young																	
1279	1	Alex Zamm																	
1280	1	Don Chaffey																	
1281	1	Stephen Hillenburg																	
1282	1	Henry Selick																	
1283	1	Robert Rodriguez																	
1284	1	John A. Davis																	
1285	1	Sean McNamara																	
1286	2	Norton Virgien	Igor Kovalyov																
1287	2	Norton Virgien	John Eng																
1288	1	Allan Arkush																	
1289	1	Joe Dante																	
1290	1	Alejandro Jodorowsky																	
1291	1	George Elanjian, Jr.																	
1292	1	McG																	
1293	1	Michael Bay																	
1294	1	Fred Schepisi																	
1295	1	Neal Brennan																	
1296	1	Jared Hess																	
1297	2	Ethan Coen	Joel Coen																
1298	1	Ira Wohl																	
1299	1	Tay Garnett																	
1300	1	Anthony Page																	
1301	1	Garson Kanin																	
1302	1	Jean-Jacques Beineix																	
1303	1	Barbara Loden																	
1304	1	George Marshall																	
1305	1	Frank Pierson																	
1306	1	Gene Wilder																	
1307	1	John Hamburg																	
1308	1	Brian Robbins																	
1309	1	Greydon Clark																	
1310	1	Chris Columbus																	
1311	1	Stephen Herek																	
1312	1	George Huang																	
1313	2	Dennie Gordon	Conrad Palmisano																
1314	1	Phil Joanou																	
1315	1	Chris Blum																	
1316	1	Jonathan Demme																	
1317	2	Joe Massot	Peter Clifton																
1318	1	Michael Lindsay-Hogg																	
1319	1	Bob Smeaton																	
1320	1	Jim Brown																	
1321	1	Peter Bogdanovich																	
1322	2	Andrew J. Smith	Alex Smith																
1323	1	Jane Campion																	
1324	1	Jordan Melamed																	
1325	1	Jane Campion																	
1326	1	Jean-Louis Bertucelli																	
1327	1	Claude Chabrol																	
1328	1	Michael Bortman																	
1329	1	Fernando León de Aranoa																	
1330	1	Anthony Minghella																	
1331	1	Noah Baumbach																	
1332	1	Whit Stillman																	
1333	1	Kevin Hooks																	
1334	1	Charles Burnett																	
1335	1	Lance Hammer																	
1336	1	Sydney Pollack																	
1337	1	John Carpenter																	
1338	1	Lewis Allen																	
1339	1	Nick Stagliano																	
1340	1	Alejandro Springall																	
1341	1	Ken Loach																	
1342	1	John Sayles																	
1343	1	John Carlos Frey																	
1344	1	Pedro Almodóvar																	
1345	1	Alek Keshishian																	
1346	1	Antonio Serrano																	
1347	1	Pedro Almodóvar																	
1348	1	Lawrence Kasdan																	
1349	1	Sean Penn																	
1350	2	Corey Yuen	Wong Jing																
1351	0	<NULL>																	
1352	1	Chen Kaige																	
1353	1	John Woo																	
1354	1	Meir Zarchi																	
1355	1	Tsui Hark																	
1356	1	George A. Romero																	
1357	1	Steven Spielberg																	
1358	1	Jim Sheridan																	
1359	1	Harry Hurwitz																	
1360	0	<NULL>																	
1361	1	Sidney Lumet																	
1362	2	Richard Fleischer	W. Leslie Bricusse																
1363	1	Franco Amurri																	
1364	0	<NULL>																	
1365	1	Ron Howard																	
1366	1	Neil Burger																	
1367	1	Michael Radford																	
1368	1	William Castle																	
1369	1	Robert Zemeckis																	
1370	1	Mike Leigh																	
1371	1	Richard Linklater																	
1372	1	Zach Braff																	
1373	1	Miguel Arteta																	
1374	1	Francis Ford Coppola																	
1375	1	Robert Markowitz																	
1376	1	Howard Zieff																	
1377	2	Paul Weitz	Chris Weitz																
1378	1	Paul Mazursky																	
1379	1	Dale Launer																	
1380	1	Troy Miller																	
1381	1	Carl Reiner																	
1382	1	Tamara Jenkins																	
1383	1	Garry Marshall																	
1384	1	Phillip Noyce																	
1385	2	Jean-Pierre Jeunet	Marc Caro																
1386	2	Jim Roberson	Massey Cramer																
1387	1	Antonia Bird																	
1388	1	Paul McGuigan																	
1389	1	Irvin Kershner																	
1390	1	Rockne S. O'Bannon																	
1391	1	Fritz Lang																	
1392	1	P.J. Hogan																	
1393	1	Alan Rudolph																	
1394	1	Norman Jewison																	
1395	1	Gregory Hoblit																	
1396	1	Tim Iacofano																	
1397	1	Gore Verbinski																	
1398	1	Ken Russell																	
1399	1	Lasse Hallström																	
1400	1	Nigel Finch																	
1401	1	Jennie Livingston																	
1402	1	Rose Troche																	
1403	1	Marcel Langenegger																	
1404	1	Stuart E. McGowan																	
1405	1	Paul Verhoeven																	
1406	1	Richard Tuggle																	
1407	1	Sollace Mitchell																	
1408	1	Michael Apted																	
1409	2	Jared Harris	Steven Brill																
1410	1	Richard Trank																	
1411	3	Menahem Golan	Yoram Globus	Lionel Chetwynd															
1412	1	George Stevens																	
1413	0	<NULL>																	
1414	1	Sylvain Chomet																	
1415	1	Carlos Saldanha																	
1416	1	Yoichiro Kawaguchi																	
1417	0	<NULL>																	
1418	2	Sam Fell	Rob Stevenhagen																
1419	2	Sam Fell	David Bowers																
1420	2	Tim Burton	Mike Johnson																
1421	1	Henry Selick																	
1422	2	Byron Howard	Chris Williams																
1423	1	Richard Donner																	
1424	1	Guillermo del Toro																	
1425	1	Nora Ephron																	
1426	1	Mike Binder																	
1427	1	Ron Underwood																	
1428	1	Bill L. Norton																	
1429	1	Steve Miner																	
1430	1	Don Taylor																	
1431	1	Ron Howard																	
1432	1	Sarah Polley																	
1433	1	Martin Provost																	
1434	1	Philip Kaufman																	
1435	1	Scott Hicks																	
1436	1	Alain Resnais																	
1437	1	Steve Gomer																	
1438	1	James Cameron																	
1439	1	Alexandre Aja																	
1440	1	Dominick Brascia																	
1441	2	Carl Franklin	Leo Martinez																
1442	1	John Hough																	
1443	1	Joe Castro																	
1444	1	Keenen Ivory Wayans																	
1445	1	Alfred Hitchcock																	
1446	1	Michael Haneke																	
1447	1	Jacques Audiard																	
1448	1	Adrian Lyne																	
1449	1	Robert H. Lieberman																	
1450	1	Gus Van Sant																	
1451	1	John Patrick Kelley																	
1452	1	Martin Scorsese																	
1453	1	Debra Granik																	
1454	2	Daniel Myrick	Eduardo Sanchez																
1455	1	Guillermo del Toro																	
1456	1	Taylor Hackford																	
1457	1	Taylor Hackford																	
1458	1	Al Pacino																	
1459	1	John Guillermin																	
1460	1	Gerald McMorrow																	
1461	2	Rowland V. Lee	Wilfred Lucas																
1462	1	Gabriele Salvatores																	
1463	1	David Kaplan																	
1464	1	Darren Aronofsky																	
1465	1	Stephen Frears																	
1466	1	Florian Henckel von Donnersmarck																	
1467	1	Francesco Rosi																	
1468	1	Peter Svatek																	
1469	1	Mamoru Oshii																	
1470	1	Lynne Ramsay																	
1471	0	<NULL>																	
1472	1	Rob Bowman																	
1473	1	Paul W.S. Anderson																	
1474	1	Jim Abrahams																	
1475	1	Farhad Mann																	
1476	1	Michelle Manning																	
1477	1	John Woo																	
1478	1	Robert Longo																	
1479	1	George A. Romero																	
1480	1	Boris Sagal																	
1481	1	Jay Lowi																	
1482	1	Gregory Hoblit																	
1483	1	Lee Tamahori																	
1484	2	J. Mackye Gruber	Eric Bress																
1485	1	Maggie Greenwald																	
1486	1	Russell Rouse																	
1487	1	Kirk Douglas																	
1488	1	Mack Wright																	
1489	1	Edward Dmytryk																	
1490	1	John Ford																	
1491	1	Sam Peckinpah																	
1492	2	Ray Taylor	Lewis D. Collins																
1493	1	Clint Eastwood																	
1494	1	Kevin Smith																	
1495	1	Andrew Bergman																	
1496	1	James Moll																	
1497	1	Michael Winterbottom																	
1498	1	Frank Darabont																	
1499	1	Betty Thomas																	
1500	1	Hugh Wilson																	
1501	1	Lucrecia Martel																	
1502	1	Pawel Pawlikowski																	
1503	1	Christine Jeffs																	
1504	1	Miranda July																	
1505	1	Denys Arcand																	
1506	0	<NULL>																	
1507	2	Yuen Woo Ping	Peter Mak																
1508	1	Gordon Chan																	
1509	1	Liv Ullmann																	
1510	1	Roland Emmerich																	
1511	1	Jerry London																	
1512	1	Carl Schultz																	
1513	1	Allen Coulter																	
1514	1	Gary Winick																	
1515	1	Bernardo Bertolucci																	
1516	1	Agnieszka Holland																	
1517	1	John Gatins																	
1518	1	Simon Wincer																	
1519	1	Milos Forman																	
1520	1	Tim Story																	
1521	1	Michael Schultz																	
1522	1	David Grossman																	
1523	1	Charles Shyer																	
1524	1	Joe Mantello																	
1525	1	Jim Sheridan																	
1526	1	Ingrid Thulin																	
1527	1	John Hancock																	
1528	1	Randal Kleiser																	
1529	1	Freida Lee Mock																	
1530	1	Louis Malle																	
1531	1	Mary Harron																	
1532	1	Leon Ichaso																	
1533	1	Margarethe von Trotta																	
1534	1	Julian Schnabel																	
1535	1	William A. Graham																	
1536	1	Michael Apted																	
1537	1	Zak Penn																	
1538	1	Mike Mills																	
1539	1	Peter Weir																	
1540	1	Vince Di Meglio																	
1541	2	Jacob Kornbluth	Josh Kornbluth																
1542	1	Joel Coen																	
1543	1	Herbert Ross																	
1544	1	Peter Hedges																	
1545	1	Kevin Rodney Sullivan																	
1546	1	David O. Russell																	
1547	1	John Swanbeck																	
1548	1	Gore Verbinski																	
1549	1	Ben Younger																	
1550	1	Joel Schumacher																	
1551	1	Guillermo del Toro																	
1552	1	David Cronenberg																	
1553	1	Bryan Singer																	
1554	1	Warren Beatty																	
1555	2	Curt Geda	Steven E. Gordon																
1556	1	Bradford May																	
1557	1	Tim Pope																	
1558	3	Lauren Montgomery	Brandon Vietti	Bruce Timm															
1559	1	Lauren Montgomery																	
1560	1	Bryan Spicer																	
1561	1	Rachel Talalay																	
1562	1	Peter Stebbings																	
1563	1	Daniel Petrie																	
1564	1	Antoine Fuqua																	
1565	1	Clark Johnson																	
1566	1	Maria Heritier																	
1567	1	Mario Van Peebles																	
1568	1	Brett Ratner																	
1569	1	Jingle Ma																	
1570	1	Kevin Connor																	
1571	2	Stephen Sommers	Greg Michael																
1572	1	Andy Tennant																	
1573	1	John Singleton																	
1574	1	Billy Corben																	
1575	1	Johnny To																	
1576	1	Johnny To																	
1577	1	William Maher																	
1578	1	Barbet Schroeder																	
1579	1	Tony Bill																	
1580	1	Rory Kelly																	
1581	1	Boaz Davidson																	
1582	1	Antoine Fuqua																	
1583	1	Marco Kreuzpaintner																	
1584	1	Paul Andrew Williams																	
1585	1	Lee Tamahori																	
1586	1	Andrew Birkin																	
1587	1	Barry Levinson																	
1588	1	Peter Hewitt																	
1589	1	Mark Robson																	
1590	1	Gordon Parks, Jr.																	
1591	1	Richard Fleischer																	
1592	1	Robert Gordon																	
1593	0	<NULL>																	
1594	1	Vincent J. Donahue																	
1595	1	Alan Jacobs																	
1596	1	Robert L. Levy																	
1597	1	Andrei Konchalovsky																	
1598	1	T.J. Scott																	
1599	1	Henri Safran																	
1600	2	John Wayne	Ray Kellogg																
1601	1	Lamont Johnson																	
1602	1	James H. Hill																	
1603	1	Mark Cullingham																	
1604	1	Farhad Mann																	
1605	1	Chris Columbus																	
1606	1	Tim Burton																	
1607	2	Simon Wells	Phil Nibbelink																
1608	1	Robert Iscove																	
1609	0	<NULL>																	
1610	1	Bradley Raymond																	
1611	1	Matthew O'Callaghan																	
1612	2	Tim Johnson	Karey Kirkpatrick																
1613	3	Wolfgang Reitherman	John Lounsbery	Milt Kahl															
1614	1	Steven Spielberg																	
1615	1	Fletcher Markle																	
1616	1	Duwayne Dunham																	
1617	1	Ridley Scott																	
1618	1	Charles Grosvenor																	
1619	1	Peter Markle																	
1620	1	Sidney Poitier																	
1621	1	John Glen																	
1622	1	Stephen Kay																	
1623	1	Marc Forster																	
1624	1	Robert Duvall																	
1625	1	Gary Ledbetter																	
1626	1	Christopher Nolan																	
1627	1	Sidney Lumet																	
1628	1	Paul J. Bolger																	
1629	2	Ron Clements	John Musker																
1630	3	Dave Borthwick	Frank Passingham	Jean-Philippe Duval															
1631	1	Glenn Chaika																	
1632	1	Paul Sabella																	
1633	2	Kirk Wise	Gary Trousdale																
1634	1	John Kafka																	
1635	2	Masami Hata	William T. Hurtz																
1636	1	Hayao Miyazaki																	
1637	1	Andrei Konchalovsky																	
1638	1	Tony Leondis																	
1639	1	Jack Sher																	
1640	1	William Dear																	
1641	1	Bob Clark																	
1642	1	Bruce Beresford																	
1643	1	George Cukor																	
1644	1	Randal Kleiser																	
1645	1	Gil Kenan																	
1646	2	Joseph Barbera	William Hanna																
1647	1	Stephen Anderson																	
1648	2	Brian Smith	Jim Kammerud																
1649	1	Stephen Herek																	
1650	2	Tony Leondis	Michael LaBash																
1651	1	Robert Stadd																	
1652	1	Marcus Nispel																	
1653	1	Danny Boyle																	
1654	1	Andy Fickman																	
1655	2	David Rubin	Juan Carlos Pena																
1656	1	George Lucas																	
1657	1	Paul Verhoeven																	
1658	1	Christian Duguay																	
1659	1	David Yates																	
1660	1	Mark S. Waters																	
1661	1	Stefen Fangmeier																	
1662	1	Fumihiko Sori																	
1663	1	Gerald Potterton																	
1664	1	John Glen																	
1665	1	Fred Gallo																	
1666	1	Rob Cohen																	
1667	1	McG																	
1668	1	Ridley Scott																	
1669	1	Gavin Hood																	
1670	1	Marek Kanievska																	
1671	1	Anthony Harvey																	
1672	1	Joe Charbanic																	
1673	1	David Glenn Hogan																	
1674	1	Russell Mulcahy																	
1675	1	John McTiernan																	
1676	1	Frank Marshall																	
1677	1	Brenton Spencer																	
1678	1	John Woo																	
1679	1	John Woo																	
1680	1	Carl Reiner																	
1681	1	Roman Polanski																	
1682	1	Marcelo Epstein																	
1683	1	James Caan																	
1684	1	David Silverman																	
1685	6	Mike Judge	Park Jun Nam	Kim Jae Joong	Kim Jong-Ho	Chris Prynoski	Yvette Kaplan												
1686	1	Garry Marshall																	
1687	1	Rawson Marshall Thurber																	
1688	1	Martin Scorsese																	
1689	1	Jake Kasdan																	
1690	1	Carl Reiner																	
1691	1	Mike Nichols																	
1692	1	John Waters																	
1693	1	Arthur A. Seidelman																	
1694	1	Jonathan Nossiter																	
1695	1	Jesse Dylan																	
1696	1	Bill L. Norton																	
1697	1	Savage Steve Holland																	
1698	1	Matthew Bright																	
1699	1	Howard Deutch																	
1700	1	James Toback																	
1701	1	Kelly Makin																	
1702	2	Scott Hillenbrand	David Hillenbrand																
1703	1	Eric Schaeffer																	
1704	1	Harold Ramis																	
1705	1	John Pasquin																	
1706	1	Steve Miner																	
1707	2	Anthony Russo	Joe Russo																
1708	1	John Whitesell																	
1709	1	Chris Bernard																	
1710	1	Beeban Kidron																	
1711	1	Roger Michell																	
1712	1	Julie Davis																	
1713	1	Akihiko Shiota																	
1714	1	Pietro Schivazappa																	
1715	1	Mike Nichols																	
1716	1	Jane Campion																	
1717	1	Clark Gregg																	
1718	1	Michael Winterbottom																	
1719	1	Martin Gero																	
1720	1	Alice Wu																	
1721	1	Karen Leigh Hopkins																	
1722	1	Harmony Korine																	
1723	1	Maria von Heland																	
1724	2	Sarah Kernochan	Howard Smith																
1725	1	Matty Rich																	
1726	1	John T. Kretchmer																	
1727	1	Jim Fall																	
1728	1	Roland Tec																	
1729	1	Paul Mazursky																	
1730	1	Beat Takeshi Kitano																	
1731	1	George Armitage																	
1732	1	Mike Hodges																	
1733	1	David R. Ellis																	
1734	1	Lamberto Bava																	
1735	1	Yoram Gross																	
1736	1	Richard Rich																	
1737	1	Jean-Pierre Jeunet																	
1738	1	Stephen Daldry																	
1739	1	Danny DeVito																	
1740	2	Nicolas Roeg	Donald Cammell																
1741	1	Sydney Pollack																	
1742	1	Stephen Frears																	
1743	1	Roger Michell																	
1744	1	Jafar Panahi																	
1745	1	Amin Q. Chaudhri																	
1746	1	George Tillman, Jr.																	
1747	1	Ang Lee																	
1748	1	Mira Nair																	
1749	1	Donna Deitch																	
1750	1	Matt Cimber																	
1751	1	John Gray																	
1752	1	John Daly																	
1753	1	Joseph Sargent																	
1754	1	Nina Davenport																	
1755	1	Damien O'Donnell																	
1756	1	Juan Carlos De Llaca																	
1757	1	Louis Malle																	
1758	1	Stuart Rosenberg																	
1759	1	Michael Winterbottom																	
1760	1	George Schaefer																	
1761	1	Craig Gillespie																	
1762	1	Jeff Balsmeyer																	
1763	1	Ken Handler																	
1764	1	Shekhar Kapur																	
1765	1	Anthony Harvey																	
1766	1	Patrice Chéreau																	
1767	1	Peter Greenaway																	
1768	1	François Girard																	
1769	1	Ken Russell																	
1770	1	Rainer Werner Fassbinder																	
1771	1	Mike Newell																	
1772	1	Jonathan Kaufer																	
1773	1	Charles Lane																	
1774	1	Louis Schwartzberg																	
1775	1	Tobe Hooper																	
1776	1	Nick Broomfield																	
1777	1	Stephen Herek																	
1778	1	Susan Seidelman																	
1779	1	Allison Anders																	
1780	1	Paul Schrader																	
1781	1	Richard Lester																	
